id,nome,tipo,caminho_atual,destino_sugerido,confianca,acao_recomendada,motivo,modificado_em
1X00j6VV1tDFOi0FuYwvOT9eoPyFxNe3P,LGK00443.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00443.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:49.240Z
1DMIlc8NlXk9UkHGaMLO58heFRxPhLLEW,LGK00446.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00446.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:49.240Z
1lTGfqql9Zl3ef3Ls6w2eoiPQ6IdnCU9s,LGK00447.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00447.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:49.620Z
1nN4JExkio4dafPTgGJKXyKqJ-IaI9eRX,LGK00449.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00449.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:50.020Z
1EPXSPJKEHGIeTLnt1gsJiy5Uk4CzG4DR,LGK00450.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00450.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:50.020Z
1mY_6jm0fO6dfgkwDMgqsptcO5Yzz26Gv,LGK00453.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00453.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:50.419Z
1JjvvBMeYhZtktRBpCXXPNibY0QhoXkZh,LGK00463.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00463.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:50.720Z
1uDihnXWY2Cnp4oQ7MMVpbMvtjQ5xV_-d,LGK00464.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00464.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:50.730Z
1-MCRPHSCXZCdLHQSHuw03nh5XzeKoEwz,LGK00466.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00466.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:51.100Z
1CEdSVBLmXNWrTHUmEF9XEhsoEo-y8v-G,LGK00467.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00467.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:51.450Z
1m0P2VnQRwsu8AjdBuAG3CUwcavqo9UmH,LGK00468.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00468.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:51.640Z
1a6OPShh2fDaI2XI2zEGBh6B_rbSsRkvp,LGK00469.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00469.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:51.790Z
18_suikhwx0DhSubwmhN6O2Qh1Bz2Tw7I,LGK00472.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00472.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:52.190Z
1gD8pH-_vNS1VbQAqyFegS7mdNTD6EaQJ,LGK00473.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00473.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:52.190Z
1u0xdNQ8QMQRxUIyFDYhb_W_uReZtSDHw,LGK00476.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00476.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:52.570Z
1XZNEKyYuhi0t4jWH0igYwXuvyK6DW7Kv,LGK00477.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00477.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:52.899Z
1Vnajx1Ovz04_6oF4xdKeaq-iVwwUnh_y,LGK00479.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00479.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:53.090Z
1wG742yNUQCGCfy_116jIQK3V0kvv_n7X,LGK00482.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00482.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:53.180Z
1QHunsIFRUx_4G_1efWbhzwVS_GNRea7B,LGK00483.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00483.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:53.919Z
1ZQwKKNq3bfO46sWwkiQ1vIrbZ5TXpI2E,LGK00484.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00484.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:53.919Z
1ajflM4DjLXSLtJFAPS_yZsGh5GhPGpL9,LGK00486.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00486.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:54.050Z
1qHUz2GliE4irZccLXG6oMS80zwLEXjYR,LGK00489.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00489.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:55.060Z
1dPvh2CkBqDmKGEVjF5xaQuN2oREMpJq6,LGK00493.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00493.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:55.280Z
1OxryVPaLZuDlQExTuKMYMhcMuSJ5heUB,LGK00495.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00495.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:55.210Z
1SB0MkgkpjZd6alJI8gj4SEc5RCz5Dulu,LGK00499.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00499.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:56.270Z
1es0OIQRdgCbArTSnWEPr5rUfEPd3MHs_,LGK00503.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00503.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:56.270Z
1dSWy122MCedLdONvn0RMwqBqZqXaWk8m,LGK00507.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00507.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:56.550Z
1ZiK6afGpk6nTX6CqZqlTjTnLWjG7o-Py,LGK00509.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00509.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:57.190Z
1ylY1bGXAdTP7V3-gW6FTR9i0PHH0diDt,LGK00513.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00513.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:57.200Z
1OmTwB0O2qRfKCuHllga2FkY7EHJkOKFs,LGK00514.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00514.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:57.350Z
1XUsP9s7dquIrwL7b9SJxFN6xDQARP1kU,LGK00519.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00519.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:58.250Z
1ztMmqGRG_tPfSB8vi-RR9h1LgERFV62b,LGK00527.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00527.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:58.250Z
117q470rw19steMNr2x1T4A4JZtrWlizP,LGK00532.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00532.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:58.310Z
1bbOFDZR-UZa7V4JMPPcVv3BUf3gkQA_y,LGK00534.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00534.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:59.169Z
1qWlRDiNcZqO4J61OP_dSwCjG2nKxih5f,LGK00535.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00535.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:59.169Z
1OBKYcUw6_ppQt-pE7XZH-4Jwc8eFh_S9,LGK00541.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00541.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:22:00.140Z
1Pz8PHAkYl128U0gfpNokm1nnqOsL7isp,LGK00555.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00555.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:22:00.280Z
1H_qqBn0vonSIaKo-Z0ybDpKQU9ZRPBTF,LGK00562.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00562.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:22:00.270Z
1Ye3AIuJlpNhytzHZO-UMIIGAYV5Xe23O,LGK00566.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00566.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:22:01.140Z
1_wx--ijEJmK9yZqYONYJeemaU4cSsHTz,LGK00570.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00570.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:22:01.140Z
1wV8osmrilnFzzXc-zaTY5PEV66M3GfW4,LGK00572.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00572.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:22:01.140Z
1mVY1xFymqL_lIufpeTxrLj_CmEAlk46B,LGK00575.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00575.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:22:02.220Z
1E8tbqVvdzSM2QLVIfEv8LsS-hnkCQCrz,LGK00577.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00577.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:22:02.129Z
1e_e4UGrZp-sySQDbn3uID_K6CNEPd66U,LGK00580.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00580.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:22:02.220Z
1VsdfZzPIY4nCdt0-abDontQ4yTD22PQD,LGK00583.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00583.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:22:03.220Z
1bqKpbX6K9fu6IEZ_ioO94hMAv9_fYOqw,LGK00586.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00586.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:22:03.110Z
1lZKv7HCt_r9lz1u1YWi-cW860WTsKLnG,LGK00592.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00592.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:21:59.169Z
1oc9GWkAS3jccavJB4yJUWNFLyXq07axL,LGK00593.dng,image/x-adobe-dng,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00593.dng,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2026-03-31T22:22:03.110Z
1xHiuQaXqSGmA6tk48GykjKvZvWEkZ6w5,AGOSTO LILAS - 2025_08_29,pasta,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29,99_TRIAGEM_E_QUARENTENA/clientes_ou_projetos_parados,baixa,separar por cliente/projeto após revisão humana,antigo OUTROS = arquivos parados/misturados,2025-08-30T02:54:37.570Z
16rf0JGJMrnnMQx5eQrEcBQ_-wrMyJpi-,29082025-LGK00001.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00001.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:39:48.000Z
1Wgb_Ow8K9kcfmr7qat6yAT9svADLfUZE,29082025-LGK00002.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00002.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:39:48.000Z
1wDsX3zlImW4xA2peVp6nRwR2qJcq6Fud,29082025-LGK00007.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00007.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:39:49.000Z
1Fw4nZ5IT9ja9Zj5oUGlCvm53CXibnOjV,29082025-LGK00008.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00008.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:39:49.000Z
