PATH                                                                                                                                          TYPE    SIZE       MODIFIED          ID
02_PROJETOS/Alem_da_Foto/2026/01_Briefings                                                                                                    folder  -          2026-06-08 00:03  1YCOuOVi7M-kKDZtJ2zo7ogHPk6HaWE2o
02_PROJETOS/Alem_da_Foto/2026/02_Assets_Cliente                                                                                               folder  -          2026-06-08 00:03  1cyR8oz_H0T29UtEaa1_2VYyhUidd_rPo
02_PROJETOS/Alem_da_Foto/2026/03_Conteudo_Social                                                                                              folder  -          2026-06-08 00:03  1pKw5u6GvWAvxtD0Dc4SLu2U5LwnoD34q
02_PROJETOS/Alem_da_Foto/2026/04_Producao_Video                                                                                               folder  -          2026-06-08 00:03  1wklhM0xSZzRdYsOZ0NP_OjvIW7EtnFde
02_PROJETOS/Alem_da_Foto/2026/05_Artes_Graficas                                                                                               folder  -          2026-06-08 00:03  1X_zujdyTM0nrDHvMEkm3kzR5ax7ClHqg
02_PROJETOS/Alem_da_Foto/2026/06_Entregas                                                                                                     folder  -          2026-06-08 00:03  1K0UAbxTxFV1ShaNQBWGvZc-JLsGGYLXb
02_PROJETOS/Alem_da_Foto/2026/07_Financeiro_Cliente                                                                                           folder  -          2026-06-08 00:03  1wGDy6N19gJBkXz3EryniiTsXZSHxuFPD
02_PROJETOS/PROJETOS CULTURAIS/LEI ALDIR BLANC 2024/O FIO DA MEMÓRIA - ALDIR BLANC                                                            folder  -          2025-11-08 17:08  1HGjmly1J1T6z6fKjpNwM0P8-tSzTrYzB
02_PROJETOS/PROJETOS CULTURAIS/LEI ALDIR BLANC 2024/O FIO DA MEMÓRIA — Documentário                                                           folder  -          2026-07-02 06:28  1jZhyBZiTeFNvr9SlA3sgHaz342QISDJj
02_PROJETOS/PROJETOS CULTURAIS/LEI PAULO GUSTAVO - VIDEOCLIP/CLIPE ENTRE TEMPOS                                                               folder  -          2026-01-17 02:15  1v01RTWTxBjqzSj_hiECgdLdhQ1Zf2sqs
02_PROJETOS/PROJETOS CULTURAIS/LEI PAULO GUSTAVO - VIDEOCLIP/ENTRE TEMPOS — Video Clipe _ Lançamento                                          folder  -          2026-06-28 02:31  1o2L3PaIdGl57CfAkdvPKLviu-YWp1dz3
03_EMPRESA/01_LOGIKA_OPERACAO/01_ADMINISTRATIVO/99_DUPLICADOS_REVISAR                                                                         folder  -          2026-07-08 04:46  13n1r6OpgwEwAwdngGyL66toknJ0Pzcs_
03_EMPRESA/01_LOGIKA_OPERACAO/01_ADMINISTRATIVO/ADMINISTRATIVO                                                                                folder  -          2026-06-08 00:11  1eB5cOEftZnWZ5pRkvstR7A7vdH_xO-SK
03_EMPRESA/01_LOGIKA_OPERACAO/02_CLIENTES/CLIENTES                                                                                            folder  -          2026-06-08 00:11  1IUMOLaQM31iWRIq8RZQ51xBWzRqTqiVg
03_EMPRESA/01_LOGIKA_OPERACAO/03_BRIEFINGS_FORMULARIOS/FORMULÁRIOS                                                                            folder  -          2025-09-05 22:17  12tyoWFHNpwfH1IHEBcJK2upuN8_vSoc-
03_EMPRESA/01_LOGIKA_OPERACAO/04_PLANEJAMENTO_ESTRATEGIA/PLANEJAMENTOS                                                                        folder  -          2026-06-08 16:49  1WwLnDUHOlvVF51V7s1suzFQSM9CGB0yv
03_EMPRESA/01_LOGIKA_OPERACAO/05_ROTEIROS/99_DUPLICADOS_REVISAR                                                                               folder  -          2026-07-08 04:46  1vimOjbHcf3BcDavXV3SsQGJwxvXw3w3i
03_EMPRESA/01_LOGIKA_OPERACAO/05_ROTEIROS/ROTEIROS                                                                                            folder  -          2026-06-08 00:05  1uPwJRvLuhjPRf2wPMJa9sKAIO2cscZDm
03_EMPRESA/01_LOGIKA_OPERACAO/06_PROJETOS/PROJETOS                                                                                            folder  -          2026-06-08 00:11  1N7URO_cfnn735jEOsKPG8GlXXXAnnGu8
03_EMPRESA/01_LOGIKA_OPERACAO/07_CAPACITACAO_CURSOS/CURSOS_LOGIKA                                                                             folder  -          2026-06-08 00:11  1mZ9muVmzmn5QRzb_D0u2oP8RutT-Viau
03_EMPRESA/01_LOGIKA_OPERACAO/08_INSTITUCIONAL/99_TRIAGEM_EMPRESA                                                                             folder  -          2026-07-08 02:54  1jXXxBKVYwDRLF-jAlVsrLqFNOxSOZzbu
03_EMPRESA/01_LOGIKA_OPERACAO/08_INSTITUCIONAL/PERFIL DA EMPRESA LÓGIKA CREATIVE                                                              folder  -          2025-11-30 21:08  1aaFEW9ClJo1Q6qc7D_3jsu5tgjY5EWwZ
03_EMPRESA/03_COMERCIAL_PROPOSTAS/01_ORCAMENTOS_E_PROPOSTAS/04_PROPOSTAS                                                                      folder  -          2026-07-08 02:54  1oSWSUOAWeMA40HdX-GKUf8PN2yj0otV-
03_EMPRESA/03_COMERCIAL_PROPOSTAS/01_ORCAMENTOS_E_PROPOSTAS/ORÇAMENTOS E PROPOSTAS                                                            folder  -          2026-06-08 00:07  17WZEKpUOFfTu6P4-cFu0vEmCR3DJVp0h
03_EMPRESA/03_COMERCIAL_PROPOSTAS/01_ORCAMENTOS_E_PROPOSTAS/PLANILHAS DE ORÇAMENTOS E PROPOSTAS                                               folder  -          2025-09-05 22:19  1rz8yXJ3ER-5qDr5s_kLVOlojkRlPsraI
03_EMPRESA/03_COMERCIAL_PROPOSTAS/01_ORCAMENTOS_E_PROPOSTAS/PROPOSTAS                                                                         folder  -          2026-07-06 04:15  1UsIzblY6EaCKsl6e8io6QVxLYl5_SIwp
03_EMPRESA/03_COMERCIAL_PROPOSTAS/01_ORCAMENTOS_E_PROPOSTAS/PROPOSTAS E ORÇAMENTÁRIAS                                                         folder  -          2026-06-08 00:07  1FCF5kghx1KHY4u4jDgI0ggocP3e6uOSk
03_EMPRESA/03_COMERCIAL_PROPOSTAS/02_PORTFOLIO_CASES/PORTIFÓLIO LÓGIKA                                                                        folder  -          2025-10-23 12:57  1J5OaCRnGAiuPQRYB453FNvZ7kRf8rovj
03_EMPRESA/03_COMERCIAL_PROPOSTAS/03_FORMULARIOS_BRIEFINGS_COMERCIAIS/02_FORMULARIOS_BRIEFINGS                                                folder  -          2026-07-08 02:54  16pnKTawg_YW7e_l2a1xgnO5VhKx_Sv8U
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/01_IDENTIDADE_LOGIKA/01_IDENTIDADE_VISUAL_LOGIKA                                                       folder  -          2026-07-08 02:54  1wFqz9i3YVqagIDB4EZBPWoXZoVKN5CDE
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/01_IDENTIDADE_LOGIKA/IDV-ATUAL                                                                         folder  -          2025-12-25 23:48  1GEa5JqhL2V4xLL8Z3dFcYpYtPkj80JID
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/01_IDENTIDADE_LOGIKA/MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001                             folder  -          2025-10-13 13:14  19BmzcjxI-vTmNscQCVNkQLfzANSNvAne
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/01_IDENTIDADE_LOGIKA/PAPEL-DE-PAREDE                                                                   folder  -          2025-09-15 20:51  1IYHcdtAxVGXGY8SZVvGl7q42Gmk0BvDy
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/01_IDENTIDADE_LOGIKA/PLACA                                                                             folder  -          2025-12-26 01:16  1WukSJqlIK45_9UPjuYXd9dtKTTow0U41
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/02_LOGOS_MARCAS/LOGO MARCA                                                                             folder  -          2025-10-08 12:15  13d9Sv8R6ZU2aBOkgn5O3OVrH6MV9mb6F
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/02_LOGOS_MARCAS/LOGO_MARCA                                                                             folder  -          2026-06-08 16:49  1k8hywClgiqKc2k-_ypcJoBumP8PVRg_V
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/02_LOGOS_MARCAS/LOGOS                                                                                  folder  -          2025-12-26 01:16  1JWqzshn3LtD8szMAbAp90lw9WtfNo03L
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/03_TEMPLATES_REDES_SOCIAIS/TEMPLATES_REDES_SOCIAIS                                                     folder  -          2026-06-08 16:49  1V4ys2Od-XqbfpcV0nbZZhCFjqtd1eqT3
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/04_ARQUIVOS_COREL/DESIGNER-COREL                                                                       folder  -          2026-01-03 01:00  14pWSPzehHOU2t698IeZ1Bz21CEfG0elh
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/05_IDENTIDADES_ANTIGAS/ANTIGA LOGO                                                                     folder  -          2025-09-23 18:51  13hLD31O0j_u4cuFRw9vrXgwwHlIw4Dzu
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/05_IDENTIDADES_ANTIGAS/IDV-ANTIGA                                                                      folder  -          2026-05-30 19:09  17j4kRcfTtFyaNpVvlBRLXCtuwMYSoFEb
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/05_IDENTIDADES_ANTIGAS/IDV-ATUAL_OLD                                                                   folder  -          2025-12-25 23:48  1P5wZWYhH1ibwy-C_R7a0aNHgM57V66ic
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/05_IDENTIDADES_ANTIGAS/LOGOS_OLD                                                                       folder  -          2025-12-26 01:16  1BGZGfVm_lzvJ1LxsqoWhwjSqAw2TqQnM
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/05_IDENTIDADES_ANTIGAS/PAPEL-DE-PAREDE_OLD                                                             folder  -          2025-09-15 20:51  1JEpoBiJMUlLqqA6feSAcWFfV3to9G4Tw
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/05_IDENTIDADES_ANTIGAS/PLACA_OLD                                                                       folder  -          2025-12-26 01:16  1hW25uM6Tv-FA2cZyTHz17iuY1Rf_xjIe
03_EMPRESA/04_IDENTIDADE_VISUAL_DESIGN/06_BANCO_IMAGENS/imagens                                                                               folder  -          2026-06-08 00:05  1lLAOm-Zo77bRqrJm0CkgYZSIHFR9ovQl
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0439.MP4                                                                file    302.0 MB   2026-06-24 20:12  1Uw0aOCqYtwPFOejUObAPY8k0bSZ_Ja4h
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0440.MP4                                                                file    112.9 MB   2026-06-24 20:13  1KNXi4DavU7s31dC0tkBeG8wecbtJ72HG
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0441.MP4                                                                file    528.3 MB   2026-06-24 20:15  1pERTalJj84qHBQAXP-fq85ovU5U14NA1
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0442.MP4                                                                file    389.7 MB   2026-06-24 20:16  1LJB2PyX_XPL2WsaEaD0DD9HPd3JrBCIx
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0443.MP4                                                                file    1.7 GB     2026-06-24 20:19  1SzusPGj2acxmIfl54ELYp-n_XwIylNY9
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0444.MP4                                                                file    550.3 MB   2026-06-24 20:20  1HPUgioLicpbHTQGMW2GUqs7gLyrZRDr1
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0445.MP4                                                                file    128.5 MB   2026-06-24 20:21  1qKxh7enlAaOJquCP3ri1yRKIOnt5VCy1
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0446.MP4                                                                file    118.6 MB   2026-06-24 20:22  1F3_tliXyyi8s1zBVnXHHOhX9i5L-qNA4
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0447.MP4                                                                file    1.0 GB     2026-06-24 20:25  1GZYLdxpUMWqU5GGy4UC2bEXVliBNyMfv
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0448.MP4                                                                file    1.8 GB     2026-06-24 20:28  1BjocNCsfsGu7_nyR93o0uMtKzk4n10cn
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0449.MP4                                                                file    275.5 MB   2026-06-24 20:31  1WyfpPmB4VKMaYgCw7Vt2kZMtcoFYc7yf
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0450.MP4                                                                file    428.2 MB   2026-06-24 20:32  1D6cpVHlWFmv8cZ8TJIH_YRpchNuuT87S
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0451.MP4                                                                file    20.5 MB    2026-06-24 20:34  1Xryoe37ksxdmpIIL1tF-t_r8aVG10B-Y
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0452.MP4                                                                file    586.2 MB   2026-06-24 20:35  1pwKzZ344PZRCbWAjCtr5MPFSuQqrcdxz
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0453.MP4                                                                file    1010.5 MB  2026-06-24 20:37  1otoxj_PkHJBh0LA4OAaKmSZPxce7BdAp
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0454.MP4                                                                file    935.1 MB   2026-06-24 20:40  1K_GxO5qUzMT2hC8gk9Q6QxQ39oQpKjsU
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0455.MP4                                                                file    247.0 MB   2026-06-24 20:42  1z_Ky8GVCD9Ltcb1acwsx68cam1IAZMwT
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0456.MP4                                                                file    428.2 MB   2026-06-24 20:44  1yL1NS4BowDS0SHC5SOjyepqsveAl_9hT
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0457.MP4                                                                file    194.6 MB   2026-06-24 20:46  1loJMQwpMetDBCNJ2bm7_v-xcuWqcy_Uj
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0458.MP4                                                                file    17.3 MB    2026-06-24 20:50  1fIbvFp1Ft7Mrugcrnbdsx4NEA6xjamr9
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0459.MP4                                                                file    205.1 MB   2026-06-24 20:51  1nlc6G47d-Qi33iWDFUb-_c1HgtMQ7qmP
03_EMPRESA/05_PRODUCAO_CAPTACOES/IMAGENS AÉREAS_AL-110_24.06.2026/DJI_0460.MP4                                                                file    131.7 MB   2026-06-24 20:51  1sCFSsqxPUAQT-kv4HxwYQZmbjPXf7V5B
03_EMPRESA/06_SISTEMA_AUTOMACOES/99_CONFIG_AGENTES/.claude                                                                                    folder  -          2026-06-08 00:05  1PYkhE72dnNxzpM7sg5DhEeIA2EXMq4kH
03_EMPRESA/06_SISTEMA_AUTOMACOES/SKILLS/c-level-squad                                                                                         folder  -          2026-06-06 16:38  1imy3S6ynZiy6DoaL4uIHUevW59OSeE0r
03_EMPRESA/06_SISTEMA_AUTOMACOES/SKILLS/c-level-squad.zip                                                                                     file    33.3 KB    2026-06-05 23:28  1Eilye_dh5WMLXGY2Ue5WHtLKz-5tOsV4
03_EMPRESA/99_MIGRACOES_ARQUIVO/00_PASTAS_LEGADAS_ESVAZIADAS_REVISAR/LOGIKA_ID VISUAL                                                         folder  -          2026-07-06 01:28  1-xYRrUSzIuUoYC8OrdE94vUKwe7hrOUu
03_EMPRESA/99_MIGRACOES_ARQUIVO/00_PASTAS_LEGADAS_ESVAZIADAS_REVISAR/LÓGIKA                                                                   folder  -          2026-07-06 01:28  1Mg5dFZBApFCYXz1-G1kfk3cQGo3mj2nK
03_EMPRESA/99_MIGRACOES_ARQUIVO/00_PASTAS_LEGADAS_ESVAZIADAS_REVISAR/MIGRADO_DO_DRIVE_PESSOAL_2026-07-08                                      folder  -          2026-07-08 04:30  1RLmU3ArJZ8YXdjvUh21heW4BcXB8_JK4
03_EMPRESA/FINANCEIRO/01_CONTROLE_RECEITAS_DESPESAS/GERAL_LÓGIKA_controle_financeiro_empresarial.xlsx                                         file    980.2 KB   2026-02-18 01:26  1q998ZokWPQs_mvMJ2T1XuGzV7wW8nT80
03_EMPRESA/FINANCEIRO/01_CONTROLE_RECEITAS_DESPESAS/Receitas e Despesas — LÓGIKA                                                              sheet   4.3 KB     2026-07-08 04:30  1bEjg4HowshjBIkGk1bt44ZnEP8aBpbuZNYtruAinR0w
03_EMPRESA/FINANCEIRO/01_CONTROLE_RECEITAS_DESPESAS/RELAÇÃO DE DESPEPESAS E RECEITAS DA  EMPRESA.docx                                         file    15.8 KB    2025-08-02 15:19  1LmtwoWEnHWQ8AK5FKAAFR6xuX3xWMlpc
03_EMPRESA/FINANCEIRO/02_PRECIFICACAO_ORCAMENTOS/03_PLANILHAS_E_DOCUMENTOS                                                                    folder  -          2026-07-08 02:54  179s9P-4GNnonlaVeSZXbtS-L8n0LUhAm
03_EMPRESA/FINANCEIRO/02_PRECIFICACAO_ORCAMENTOS/MODELOS DE PRECIFICAÇÃO                                                                      folder  -          2026-06-08 00:07  1bTTz-GV8iFN4bd2s8JxXsm5CJu2FcYsl
03_EMPRESA/FINANCEIRO/02_PRECIFICACAO_ORCAMENTOS/Planilha de Custo e Orçamento -Av360                                                         folder  -          2026-06-08 00:07  14RRbver1A591GYOZ0kYGpf4Yxuh3uazM
03_EMPRESA/FINANCEIRO/02_PRECIFICACAO_ORCAMENTOS/SOCIAL MEDIA_COMPLETO_12 REELS_ORÇAMENTO_Av360.xlsx                                          file    190.8 KB   2025-10-11 20:32  1XcXdmelgqFVnlM144ydaNHpaa7RH1nrE
03_EMPRESA/FINANCEIRO/02_PRECIFICACAO_ORCAMENTOS/SOCIAL MEDIA_PLANILHA DE CÁLCULO VALOR DA HORA DE TRABALHO - LÓGIKA.xlsx                     file    96.6 KB    2025-10-16 04:27  1ScHmVcmTWyuUXv7dERjLaNGX-R04LIRv
03_EMPRESA/FINANCEIRO/03_COMPROVANTES_NF/COMPROVANTES                                                                                         folder  -          2026-06-08 00:07  1Oi9u9BS-Z9dE21HHOG8Fm-Kfkzw98jL9
03_EMPRESA/FINANCEIRO/03_COMPROVANTES_NF/NF                                                                                                   folder  -          2026-06-16 23:47  1B99Olz7rcj_4k8EDoNcsdwxfnvErsHSs
03_EMPRESA/FINANCEIRO/04_RELATORIOS_HISTORICO/99_PASTAS_LEGADAS_VAZIAS_REVISAR                                                                folder  -          2026-07-08 04:46  1gz1A6cWB17DND_epSh4Zj-Ugn6v8sDPN
03_EMPRESA/FINANCEIRO/04_RELATORIOS_HISTORICO/ESPECTATIVA - SIMULAÇÃO.docx                                                                    file    16.4 KB    2024-02-29 19:54  1bLwOCmgEayBTEBRJU9GmYlRW3QlZk8ZW
03_EMPRESA/FINANCEIRO/04_RELATORIOS_HISTORICO/FEVEREIRO - RELATÓRIO FINANCEIRO LÓGIKA.docx                                                    file    16.4 KB    2024-02-29 19:54  12l47pY4XCpr2LDTP-c6ggWYLSP1BTfcu
03_EMPRESA/FINANCEIRO/04_RELATORIOS_HISTORICO/Projeções - Lògika.docx                                                                         file    16.6 KB    2024-02-29 19:30  16XkBoT9uPLvUEdCnRSxNFMUdxHwzBY16
03_EMPRESA/FINANCEIRO/04_RELATORIOS_HISTORICO/Relatório Financeiro Janeiro - Lógika.docx                                                      file    16.3 KB    2024-02-01 01:31  1Poq3NQs_6_0jrBSuEwynAIIkI5V296JO
03_EMPRESA/FINANCEIRO/05_PLANILHAS_MODELOS/Kit planilhas Empresarial                                                                          folder  -          2026-06-08 00:07  1hhfKnByg19OXdqwgJ2znJDQFT4ltzwvu
03_EMPRESA/FINANCEIRO/05_PLANILHAS_MODELOS/PLANILHAS FILMMAKER PRO                                                                            folder  -          2026-06-08 00:07  1HZKAGSKKhLT4pAT3D1mgHWYn-QSiba02
03_EMPRESA/FINANCEIRO/05_PLANILHAS_MODELOS/Cópia de Cópia de Anexo-102 Template de Viabilidade comercial, financeira e dimensionamento.xlsx   file    148.7 KB   2025-09-28 22:08  1DMgs6S7GQk3eTIn8WlQtRVJ0J3i98xnd
03_EMPRESA/FINANCEIRO/99_ARQUIVOS_SENSIVEIS_REVISAR/file.enc                                                                                  file    44.5 KB    2025-06-21 14:59  13LnZcPea6JDInfPdHvfD7aTYUPFZ3kNU
03_EMPRESA/FINANCEIRO/99_DUPLICADOS_REVISAR/Cópia de Cópia de Anexo-102 Template de Viabilidade comercial, financeira e dimensionamento.xlsx  file    148.7 KB   2025-09-28 22:08  1lraJM0E4SRUeiNyd2u985frrX_L7zEYJ
03_EMPRESA/FINANCEIRO/99_DUPLICADOS_REVISAR/RELAÇÃO DE DESPEPESAS E RECEITAS DA  EMPRESA (2).docx                                             file    17.0 KB    2025-06-07 18:46  1Nek5O4bDoBHycXK7-eM-SXBnQXC-tsn5
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00006.dng                                                                                                file    22.1 MB    2026-03-31 22:20  1cbLAbeLC-midIjsyrkLJL6d65wnU5gb6
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00008.dng                                                                                                file    22.1 MB    2026-03-31 22:20  1x6VrDOG8iY__TB6tJzE01g6ukFpm6gbe
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00014.dng                                                                                                file    21.9 MB    2026-03-31 22:20  1oOJJakl2AGQE0Loqr5-TXndIhiYzo4xc
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00017.dng                                                                                                file    20.7 MB    2026-03-31 22:21  1fmvTU_Sxii--DE6prSInnrOhU0xghFhw
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00018.dng                                                                                                file    20.7 MB    2026-03-31 22:21  1yxtLJy2qO3-nFnY7ouekIc_2vCY1SVmG
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00023.dng                                                                                                file    22.7 MB    2026-03-31 22:21  1vbycuSez2fvfL2bMQXGibPA9UvelqUey
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00024.dng                                                                                                file    22.5 MB    2026-03-31 22:21  1itW8pLMmmB_8rpb0qJIeU14_BWDnHqN-
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00027.dng                                                                                                file    22.5 MB    2026-03-31 22:21  1LDI-9CInogGZcu4eC17_oWDNQzMuoFhM
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00030.dng                                                                                                file    23.9 MB    2026-03-31 22:21  1BH-Bn5AcJCSnzcQxdig_ehNx1aDCZvQn
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00031.dng                                                                                                file    22.2 MB    2026-03-31 22:21  1bOZDHSS4T7MSKIbz3MB2VW7kiheE51UI
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00034.dng                                                                                                file    22.4 MB    2026-03-31 22:21  1NMHjXIe8AWqmoOp05Bu77Y-43sReVqyP
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00038.dng                                                                                                file    22.7 MB    2026-03-31 22:21  1cE9zTmkfhv2QSSBK8vj4ppaAQT3_Bwdv
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00039.dng                                                                                                file    22.7 MB    2026-03-31 22:21  1NGQGj-_ynsntJu1P_D1U1eB0qGV0aD5M
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00042.dng                                                                                                file    22.7 MB    2026-03-31 22:21  1yjnWTGH0ZaaUfZ6DJkH24IHWdq-QWH8X
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00044.dng                                                                                                file    10.7 MB    2026-03-31 22:21  1iqXd1LRGmcIs-qIGA9Chfl1LUIdSo8Di
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00046.dng                                                                                                file    10.6 MB    2026-03-31 22:21  1nuPdcMGdp9QovaYV_pox-Sg9I8RTQqz_
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00049.dng                                                                                                file    10.4 MB    2026-03-31 22:21  17XEhDXXCD7zWNfVoQwL0puSzgzY2Hyww
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00054.dng                                                                                                file    10.9 MB    2026-03-31 22:21  1tskF33qw24En2oTdGbPUjFm8lA5oaA_5
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00057.dng                                                                                                file    10.9 MB    2026-03-31 22:21  1SPNZTThv-Zyqvpxql6uz2RfyIsGwy_bq
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00060.dng                                                                                                file    11.0 MB    2026-03-31 22:21  1T2y0hwd0IvpZBYTm4yywA_KPg67FcJ5D
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00061.dng                                                                                                file    11.0 MB    2026-03-31 22:21  17LYVHCtDXN_HmN-quJ_nNoNlnmtmbS4M
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00062.dng                                                                                                file    11.1 MB    2026-03-31 22:21  1KMHjZWMjsnSsfQkoAOOS6iYOisVfZNyH
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00064.dng                                                                                                file    11.0 MB    2026-03-31 22:21  1gGra3r73UhFsiv80at24A6ISHWaC0FJ_
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00066.dng                                                                                                file    10.6 MB    2026-03-31 22:21  1V5PTYfl8bPf3zpaU3j2Oqcctvwq1cxEf
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00068.dng                                                                                                file    10.8 MB    2026-03-31 22:21  1NAXJnYKeQVcqEssxz5QatlJIxm3BwttB
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00070.dng                                                                                                file    10.5 MB    2026-03-31 22:21  1T2lOWmafSQ8af5hUO7rX4CIJTSXiNuXC
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00072.dng                                                                                                file    10.5 MB    2026-03-31 22:21  1GXwpBID5abFsWjiHD_LNJPIi3S-p8Uv_
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00074.dng                                                                                                file    10.4 MB    2026-03-31 22:21  13LeBQiI-XxfJl0ixB2CTRtUYUgLlA0Xy
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00075.dng                                                                                                file    10.5 MB    2026-03-31 22:21  15RQ-c5BEE-nijlKVIidser3QoK7rHWaC
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00077.dng                                                                                                file    10.4 MB    2026-03-31 22:21  1u9RZRPceS7tvxx9WcVElN_k9umRNGvIc
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00078.dng                                                                                                file    10.5 MB    2026-03-31 22:21  1-DrlE4r5UzHPuxeMnhgKzpDOuRFty4qB
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00079.dng                                                                                                file    10.6 MB    2026-03-31 22:21  1FnT90EpRuka5mxYpIJ0X-mznYOXqpXLu
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00080.dng                                                                                                file    10.7 MB    2026-03-31 22:21  1CDWJaM3uJBE07eJe7EZKpjokPEz1GJYT
OUTROS/AMIGAS DO PEITO/2026-03-31/LGK00082.dng                                                                                                file    23.3 MB    2026-03-31 22:21  1FB2BDA4M-rLudX3qV8EM8MV0xSvCH8Ps
