path,name,id,parentId,mimeType,size,modifiedTime,owners,depth
CURSOS/02 - Criando um assistente pessoal com OpenClaw/08 - Um agente ou múltiplos agentes - Catálogo no Telegram ListagemCursos mestredoscursoss.mp4,08 - Um agente ou múltiplos agentes - Catálogo no Telegram ListagemCursos mestredoscursoss.mp4,1_9nTdaXiqZcVMOXurIPyT-zhOfgVrP_D,1yI-6b_6Ts3IyqH6KiyKl7dWDbM_3931d,video/mp4,81578673,2026-07-06T06:53:31.826Z,davijadielson@gmail.com,3
CURSOS/02 - Criando um assistente pessoal com OpenClaw/09 - ClawHub - Catálogo no Telegram ListagemCursos mestredoscursoss.mp4,09 - ClawHub - Catálogo no Telegram ListagemCursos mestredoscursoss.mp4,13iyL12YDv9jQQhM9MRDREKp-TU7S8lqM,1yI-6b_6Ts3IyqH6KiyKl7dWDbM_3931d,video/mp4,48079761,2026-07-06T06:53:26.298Z,davijadielson@gmail.com,3
CURSOS/02 - Criando um assistente pessoal com OpenClaw/10 - Segurança - Catálogo Telegram @Listagemcursos @mestredoscursoss.mp4,10 - Segurança - Catálogo Telegram @Listagemcursos @mestredoscursoss.mp4,1WxzcLBv3Mx4w0cXbCbfhn20w5gcl_SoJ,1yI-6b_6Ts3IyqH6KiyKl7dWDbM_3931d,video/mp4,402630054,2026-07-06T06:53:21.646Z,davijadielson@gmail.com,3
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS,A CIÊNCIA E ESTRATÉGIA DE VENDAS,1kvBv5kx7ECtu01tok5bJ_qxFO7HQma3S,1NxQ9uqtE53LwtAk6UDyWBGzcvX1A2Ve9,application/vnd.google-apps.folder,,2026-07-06T06:33:30.905Z,davijadielson@gmail.com,2
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/.DS_Store,.DS_Store,1ijWM-n377GmMCMTiZe3G6n91qu800lG_,1kvBv5kx7ECtu01tok5bJ_qxFO7HQma3S,application/octet-stream,8196,2026-07-06T06:33:36.488Z,davijadielson@gmail.com,3
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/._.DS_Store,._.DS_Store,1j75MV8gCYp6CaPqlbT1vk2JxpSAcvlbX,1kvBv5kx7ECtu01tok5bJ_qxFO7HQma3S,application/octet-stream,4096,2026-07-06T06:33:38.349Z,davijadielson@gmail.com,3
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/._CROQUI.pdf,._CROQUI.pdf,15PsZYQU0TCOzNybh07w0W6wZ18w11ON8,1kvBv5kx7ECtu01tok5bJ_qxFO7HQma3S,application/pdf,4096,2026-07-06T06:33:38.456Z,davijadielson@gmail.com,3
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/._EBOOK.pdf,._EBOOK.pdf,1eHdx99a3rZA-CG5D4OGu-O55M9sv4Doi,1kvBv5kx7ECtu01tok5bJ_qxFO7HQma3S,application/pdf,4096,2026-07-06T06:33:38.464Z,davijadielson@gmail.com,3
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/._MEU PERFIL DE VENDEDOR.html,._MEU PERFIL DE VENDEDOR.html,1Jr4F1xNJqmhXNQw5nLCKRe_EUZriWXyx,1kvBv5kx7ECtu01tok5bJ_qxFO7HQma3S,text/html,4096,2026-07-06T06:33:38.285Z,davijadielson@gmail.com,3
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/._MEU PERFIL DE VENDEDOR_files,._MEU PERFIL DE VENDEDOR_files,1mAEPK9LP9bQ6G1rihw99KZ3u3IvFIdw9,1kvBv5kx7ECtu01tok5bJ_qxFO7HQma3S,application/octet-stream,4096,2026-07-06T06:33:38.660Z,davijadielson@gmail.com,3
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/CROQUI.pdf,CROQUI.pdf,1wnKmjlqGi5dGWMfHusQxzXNk9KSibq0B,1kvBv5kx7ECtu01tok5bJ_qxFO7HQma3S,application/pdf,144922,2026-07-06T06:33:38.724Z,davijadielson@gmail.com,3
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/EBOOK.pdf,EBOOK.pdf,15uyhXuA2KuXQGb7dDp8c9_9aXNNnq1T_,1kvBv5kx7ECtu01tok5bJ_qxFO7HQma3S,application/pdf,12754131,2026-07-06T06:52:37.423Z,davijadielson@gmail.com,3
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR.html,MEU PERFIL DE VENDEDOR.html,1E5Ehhv9MFPkB8N7k-7kzMSxY250uKTKx,1kvBv5kx7ECtu01tok5bJ_qxFO7HQma3S,text/html,59277,2026-07-06T06:33:38.492Z,davijadielson@gmail.com,3
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files,MEU PERFIL DE VENDEDOR_files,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,1kvBv5kx7ECtu01tok5bJ_qxFO7HQma3S,application/vnd.google-apps.folder,,2026-07-06T06:33:43.585Z,davijadielson@gmail.com,3
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/._304-d2f779a0835524f8.js,._304-d2f779a0835524f8.js,1nO2NWP_rbBc6HF3FD5F3YQsqi-YdduDd,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,4096,2026-07-06T06:34:10.391Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/._637-4fa1f162165cdea8.js,._637-4fa1f162165cdea8.js,1D2K4K4IkDHyC5Q3i26ao_j6SKK5naxgv,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,4096,2026-07-06T06:34:11.876Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/._6739242d27122036.css,._6739242d27122036.css,12C8hqizwlI6LK10Xe3otM94fLjUMjiTb,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/css,4096,2026-07-06T06:34:07.939Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/._675-9fcdb742a32f88a7.js,._675-9fcdb742a32f88a7.js,1pHwPyFN3j_C2oi7hzHtmgukW08XwgN_X,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,4096,2026-07-06T06:34:07.456Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/._75fc9c18-af385d3bdb0a9ad1.js,._75fc9c18-af385d3bdb0a9ad1.js,1j3AwI2oMKni76B2uBuQZmHjUGYWs1kP3,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,4096,2026-07-06T06:34:09.413Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/._[id]-662865ad383088b8.js,._[id]-662865ad383088b8.js,10a2yyzYsf757IsUxpMAz-nGumW0RRmt6,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,4096,2026-07-06T06:34:12.134Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/.__app-a05de0f473d7d14f.js,.__app-a05de0f473d7d14f.js,1i-EppzZATu5_nrGelwcUyy-Fpi77O_bB,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,4096,2026-07-06T06:34:08.138Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/.__buildManifest.js,.__buildManifest.js,16WDXeXib6MATEGtLrxZDrRxVSGfhliO1,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,4096,2026-07-06T06:34:12.400Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/.__ssgManifest.js,.__ssgManifest.js,15qgVi_pqdsrm_jdfnc_7Lya9DcpfItqP,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,4096,2026-07-06T06:34:10.347Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/._framework-5429a50ba5373c56.js,._framework-5429a50ba5373c56.js,1N7jQ05rHW5MshndQnv4i8a2Lof2nAZQO,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,4096,2026-07-06T06:34:09.473Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/._index-42b82c524878b434.js,._index-42b82c524878b434.js,1oK2ygKlXYntvsFEkz7tJbnR48qgGJhPI,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,4096,2026-07-06T06:34:10.696Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/._main-a25bb6cd49197ab7.js,._main-a25bb6cd49197ab7.js,1d8R9NLhJo8YrfJZT8Bp0AXy81BjAjjd4,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,4096,2026-07-06T06:34:09.331Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/._polyfills-c67a75d1b6f99dc8.js,._polyfills-c67a75d1b6f99dc8.js,1_7wBV3E8sMa3y-KPyn3R2mJ4hxTWfSce,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,4096,2026-07-06T06:34:10.402Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/._saved_resource.html,._saved_resource.html,1GSWXhZQa7f1ReG9Q3FcduGFWcrnKDRTO,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/html,4096,2026-07-06T06:34:11.552Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/._webpack-9fef09e744d92222.js,._webpack-9fef09e744d92222.js,1_S2Agr7nVXmLx5d6s902eLcc12OKNjLd,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,4096,2026-07-06T06:34:10.197Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/304-d2f779a0835524f8.js,304-d2f779a0835524f8.js,1gy0LafTXiSeouag-sFJEft_O-1cGhXXn,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,148246,2026-07-06T06:34:10.475Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/637-4fa1f162165cdea8.js,637-4fa1f162165cdea8.js,1yEyqoxc37uuOgBi0Wblj1f88SfnPQSYr,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,12247,2026-07-06T06:34:11.957Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/6739242d27122036.css,6739242d27122036.css,16CpoypLbg4ggCetH4yCOuWpTBDOETvq9,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/css,528244,2026-07-06T06:34:08.426Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/675-9fcdb742a32f88a7.js,675-9fcdb742a32f88a7.js,1CG0wFANdmv7qdp9uhqSYnAwqUCX-uH8d,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,9137,2026-07-06T06:34:07.580Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/75fc9c18-af385d3bdb0a9ad1.js,75fc9c18-af385d3bdb0a9ad1.js,1ZAqMKTKiTt3qot4sKCaeTqgaOU3ovHk0,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,59307,2026-07-06T06:34:08.115Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/[id]-662865ad383088b8.js,[id]-662865ad383088b8.js,1BbIx4QWv7P6yMiGHK9woCA3lpw1iPnIO,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,74209,2026-07-06T06:34:11.914Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/_app-a05de0f473d7d14f.js,_app-a05de0f473d7d14f.js,1Ydjy-nP_LwKeMIBBoN-LKkxmRm3swYw-,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,83033,2026-07-06T06:34:08.126Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/_buildManifest.js,_buildManifest.js,19EDIkyfsqS5h9Jwpvq1lT3BhAXodoMUn,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,694,2026-07-06T06:34:12.355Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/_ssgManifest.js,_ssgManifest.js,1PCJtKpRLrpaManMCetA9MMnT5ivcfWNA,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,77,2026-07-06T06:34:10.385Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/framework-5429a50ba5373c56.js,framework-5429a50ba5373c56.js,1Vidqfd296rTzQqOA2ReAnGVhouPx1qkh,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,140984,2026-07-06T06:34:09.469Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/index-42b82c524878b434.js,index-42b82c524878b434.js,1llBXEnveaLibyhJEozuVVYw81tl0UebH,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,37349,2026-07-06T06:34:10.604Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/main-a25bb6cd49197ab7.js,main-a25bb6cd49197ab7.js,125koFRP2bH8_4n84U4DwJNH-dWIqxY7G,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,109206,2026-07-06T06:34:09.547Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/polyfills-c67a75d1b6f99dc8.js,polyfills-c67a75d1b6f99dc8.js,1rgob2mm5Z9Dr6J8dygdDzI3t2RiTdB2U,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,91460,2026-07-06T06:34:10.367Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/saved_resource.html,saved_resource.html,1VIJiTiosU6pM8OHtar0N62WQAyAb_97O,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/html,506,2026-07-06T06:34:11.009Z,davijadielson@gmail.com,4
CURSOS/A CIÊNCIA E ESTRATÉGIA DE VENDAS/MEU PERFIL DE VENDEDOR_files/webpack-9fef09e744d92222.js,webpack-9fef09e744d92222.js,1WEHWHiN9Hd-ZWrg6g1xh6ZKIH3x4DTQf,1fxQEh7GIJPDt3PSVE5wUaItPC6NhcUiI,text/javascript,3471,2026-07-06T06:34:10.342Z,davijadielson@gmail.com,4
CURSOS/ACERVO DE CURSOS,ACERVO DE CURSOS,13v0QDW-taLt90ygsORMV7hwOEV12vpHL,1NxQ9uqtE53LwtAk6UDyWBGzcvX1A2Ve9,application/vnd.google-apps.folder,,2026-07-06T06:33:29.082Z,davijadielson@gmail.com,2
CURSOS/ACERVO DE CURSOS/Acesso Vitalicio - HoodCursos (2).pdf,Acesso Vitalicio - HoodCursos (2).pdf,1uQYZjOoUkAIeIK67ZW2dDQa-grPB1xM-,13v0QDW-taLt90ygsORMV7hwOEV12vpHL,application/pdf,775986,2026-07-06T06:33:36.889Z,davijadielson@gmail.com,3
CURSOS/AGENCIA 5.0,AGENCIA 5.0,1FFD-tv9khDaVg-98UVqeNrmwunYkUrZ9,1NxQ9uqtE53LwtAk6UDyWBGzcvX1A2Ve9,application/vnd.google-apps.folder,,2026-07-06T06:33:32.701Z,davijadielson@gmail.com,2
CURSOS/AGENCIA 5.0/50 efeitos com Luis.pdf,50 efeitos com Luis.pdf,15pFD9I264rb6BIHPtE7Aum0qHjJ1LU4I,1FFD-tv9khDaVg-98UVqeNrmwunYkUrZ9,application/pdf,5427554,2026-07-06T07:01:28.912Z,davijadielson@gmail.com,3
CURSOS/AGENCIA 5.0/AGENTES DE IA,AGENTES DE IA,194_Gln_3dSdgR4SL-80fxtm1dtMvRJr4,1FFD-tv9khDaVg-98UVqeNrmwunYkUrZ9,application/vnd.google-apps.folder,,2026-07-06T06:33:45.499Z,davijadielson@gmail.com,3
CURSOS/AGENCIA 5.0/AGENTES DE IA/Comando Express.pdf,Comando Express.pdf,1EEprkwpbSLrRFetMmAoTX8Px96u2M_hp,194_Gln_3dSdgR4SL-80fxtm1dtMvRJr4,application/pdf,4182064,2025-08-15T17:50:50.000Z,davijadielson@gmail.com,4
CURSOS/AGENCIA 5.0/AGENTES DE IA/Guia da Bianca.pdf,Guia da Bianca.pdf,1lCpiTIOMX2zJElZHItWA2gJbeAsJwdv6,194_Gln_3dSdgR4SL-80fxtm1dtMvRJr4,application/pdf,5483075,2025-08-15T16:53:10.000Z,davijadielson@gmail.com,4
CURSOS/AGENCIA 5.0/MODULO 1 - AG 5.0.pdf,MODULO 1 - AG 5.0.pdf,1SF706dc7pv9AxvlTgQZBlnFtUiq6lRQp,1FFD-tv9khDaVg-98UVqeNrmwunYkUrZ9,application/pdf,32270819,2026-07-06T07:01:34.567Z,davijadielson@gmail.com,3
CURSOS/AGENCIA 5.0/Manual Cora.pdf,Manual Cora.pdf,18khzzQOZVuEW_kqsWhNlMHoMGfYvrIFD,1FFD-tv9khDaVg-98UVqeNrmwunYkUrZ9,application/pdf,3096018,2026-07-06T07:01:31.237Z,davijadielson@gmail.com,3
CURSOS/AGENCIA DE ELITE,AGENCIA DE ELITE,1cPbeJo-LIv1m8DmreoErWLHv_RTcT9If,1NxQ9uqtE53LwtAk6UDyWBGzcvX1A2Ve9,application/vnd.google-apps.folder,,2026-07-06T06:33:32.701Z,davijadielson@gmail.com,2
CURSOS/AGENCIA DE ELITE/CERTIFICADOS,CERTIFICADOS,1nx2Sua-EFfq15OpgHG7NU9hnzbcqX1q3,1cPbeJo-LIv1m8DmreoErWLHv_RTcT9If,application/vnd.google-apps.folder,,2026-07-06T06:33:45.499Z,davijadielson@gmail.com,3
CURSOS/AGENCIA DE ELITE/CERTIFICADOS/Certificado - VTX Group - Jadielson Davi - Prompts de Elite.png,Certificado - VTX Group - Jadielson Davi - Prompts de Elite.png,1HhRBLN-v8CAF-JpT2HfXwh8rTTdqSl_H,1nx2Sua-EFfq15OpgHG7NU9hnzbcqX1q3,image/png,379081,2026-07-06T06:34:13.718Z,davijadielson@gmail.com,4
CURSOS/AGENCIA DE ELITE/Manual do CS.pdf,Manual do CS.pdf,1qHBl2OOH0NFXplUiaFjiudngEvHTyRMh,1cPbeJo-LIv1m8DmreoErWLHv_RTcT9If,application/pdf,1599745,2026-07-06T07:01:37.789Z,davijadielson@gmail.com,3
CURSOS/AGENCIA DE ELITE/Modelo Oferta tráfego.pdf,Modelo Oferta tráfego.pdf,1BJq_5TBowwT85I6JDDyBl7amDa9K6_ZK,1cPbeJo-LIv1m8DmreoErWLHv_RTcT9If,application/pdf,31067876,2026-07-06T07:01:41.783Z,davijadielson@gmail.com,3
CURSOS/AGENCIA DE ELITE/Modelo VTX _ Dashboard CS.xlsx,Modelo VTX _ Dashboard CS.xlsx,1yyVwzpvUetsWpVU4mGFZhBW7beGMXUrA,1cPbeJo-LIv1m8DmreoErWLHv_RTcT9If,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,40975,2026-07-06T06:33:52.474Z,davijadielson@gmail.com,3
CURSOS/AGENCIA DE ELITE/PROMPTS,PROMPTS,1-yKUjdeneej9ICpt5sz4oF8u2l61G2MR,1cPbeJo-LIv1m8DmreoErWLHv_RTcT9If,application/vnd.google-apps.folder,,2026-07-06T06:33:45.499Z,davijadielson@gmail.com,3
CURSOS/AGENCIA DE ELITE/PROMPTS/Prompts de Elite.pdf,Prompts de Elite.pdf,1ZsnAHZc8xNUxf8fqtpmeLh8x6Rj49l7L,1-yKUjdeneej9ICpt5sz4oF8u2l61G2MR,application/pdf,22879847,2025-08-16T20:05:32.000Z,davijadielson@gmail.com,4
CURSOS/AGENCIA DE ELITE/[Modelo] Briefing Agência.docx,[Modelo] Briefing Agência.docx,16Tpbhn-YPHVutb_7uDOz9_yxQc-2RD0d,1cPbeJo-LIv1m8DmreoErWLHv_RTcT9If,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1026321,2026-07-06T06:33:52.919Z,davijadielson@gmail.com,3
CURSOS/ASIMOV,ASIMOV,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,1NxQ9uqtE53LwtAk6UDyWBGzcvX1A2Ve9,application/vnd.google-apps.folder,,2026-07-06T06:38:22.648Z,davijadielson@gmail.com,2
CURSOS/ASIMOV/._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-001.zip,._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-001.zip,1lL9nNWO1P1NjGm5TMN6TFE8dbiLSTJG3,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T05:26:10.000Z,davijadielson@gmail.com,3
CURSOS/ASIMOV/._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-002.zip,._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-002.zip,12A_TYOb0NfmKCyGTOSliBN2SOnlNqpS6,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T04:49:30.000Z,davijadielson@gmail.com,3
CURSOS/ASIMOV/._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-003.zip,._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-003.zip,10JrkUkKML3CqBvLZhgjLAR3h0xajCfvw,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T05:28:01.000Z,davijadielson@gmail.com,3
CURSOS/ASIMOV/._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-004.zip,._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-004.zip,1gtPVyL0X15KyBAP0J2tC-PS8SrcqpTzq,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T05:27:24.000Z,davijadielson@gmail.com,3
CURSOS/ASIMOV/._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-005.zip,._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-005.zip,1yO_hsI52z2TOc9GUDhdyiBKrr8fhfg60,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T05:31:20.000Z,davijadielson@gmail.com,3
CURSOS/ASIMOV/._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-006.zip,._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-006.zip,1SJt0-Y16eH3LEmbQ6na1XOlQ4WYo4NXN,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T05:32:25.000Z,davijadielson@gmail.com,3
CURSOS/ASIMOV/._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-007.zip,._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-007.zip,1Y8FeAtu3T4OWyes5zcz_dcuye4wJQnZw,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T05:31:53.000Z,davijadielson@gmail.com,3
CURSOS/ASIMOV/._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-008.zip,._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-008.zip,1lMKfVQzcgfe2RuEBIMMU3Z9u_6GD8WZe,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T05:30:42.000Z,davijadielson@gmail.com,3
CURSOS/ASIMOV/._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-009.zip,._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-009.zip,1LaFuZWg3on1J0fckyMKWQ03Y2fppzyGh,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T05:28:36.000Z,davijadielson@gmail.com,3
CURSOS/ASIMOV/._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-010.zip,._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-010.zip,1Tin5vi1y8uSgbujWNqWSph2rJ_HRaH9l,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T05:29:37.000Z,davijadielson@gmail.com,3
CURSOS/ASIMOV/._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-011.zip,._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-011.zip,1NJqNReDTlAn1X7eqvuMocW_DOevi6n4r,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T05:30:08.000Z,davijadielson@gmail.com,3
CURSOS/ASIMOV/._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-012.zip,._05 - [TRILHA] Python Office - Automações com Python-20260529T114723Z-3-012.zip,1GD2kjE6G_s7qnOBRJyuxQrvkDVQhDUpx,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T05:29:05.000Z,davijadielson@gmail.com,3
CURSOS/ASIMOV/._06 - [TRILHA] Aprendendo Python-20260529T120724Z-3-001.zip,._06 - [TRILHA] Aprendendo Python-20260529T120724Z-3-001.zip,1k_L5yK-Lsnof61j1kLv7EAu3F-QjTCxy,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T05:32:59.000Z,davijadielson@gmail.com,3
CURSOS/ASIMOV/._06 - [TRILHA] Aprendendo Python-20260529T120724Z-3-002.zip,._06 - [TRILHA] Aprendendo Python-20260529T120724Z-3-002.zip,111b1d806wRn06Zj-ukABKwbkQHuJENLp,1p5oEqlCMFG_9mMvZlxI9i8XpgTz2IT9d,application/zip,4096,2026-07-05T05:33:44.000Z,davijadielson@gmail.com,3
